1170,,"Electronique Service Languedoc","0892 70 13 34","04 67 15 96 30",
1171,,"Elephantbird","0825 62 28 80","01 47 66 28 80",
1172,,"Elis",,"04 68 41 06 84",
1173,,"Elite Moteurs","0825 00 55 55","04 93 69 56 56",
1174,,"Enersys","0008 25 03 13","03 88 59 03 59",
1175,,"ENIM - Sécurité sociale des marins","0811 70 17 03","02 96 55 32 32",
1176,,"Entreprise Jean Cuvelier","0008 25 02 05","03 20 25 46 25",
1177,,"Eps Télésurveillance","0820 77 12 21","03 69 74 03 33",
1178,,"Equipement","0008 25 82 50","05 62 51 41 41",
1179,,"ERDF","0008 20 03 19","04 88 78 81 10",
1180,,"ERDF",,"09 69 39 33 05",
1181,,"ERDF",,"04 93 69 69 69",
1182,,"ERDF","0810 81 13 29","04 42 74 98 25",
1183,,"ERDF","0810 81 13 29","09 69 39 44 16",
1184,,"ERDF GRDF","0820 33 34 33","05 55 41 41 02",
1185,,"ERDF GRDF","0008 10 43 73","04 90 13 27 00",
1186,,"Esoph","0008 91 70 07","01 53 33 89 90",
1187,,"ESPA France","0820 20 72 71","04 68 63 76 37",
1188,"Telecoms","Espace SFR",,"04 68 47 56 93",
1189,"Telecoms","Espace SFR",,"04 91 43 18 91",
1190,"Telecoms","Espace SFR Ephone",,"04 68 90 23 90",
1191,,"Esso",,"04 68 78 68 71",
1192,,"Esterra","0825 12 59 62","03 28 37 70 10",
1193,,"Etap Hotel","0892 68 01 57","03 84 47 42 43",
1194,,"Etap Hotel","0892 70 03 24","04 73 23 00 04",
1195,,"Etap Hôtel",,"04 68 72 34 34",
1196,,"Etoile Direct",,"01 41 86 92 57",
1197,,"Etoile Direct",,"01 46 84 10 47",
1198,,"Etoile Direct",,"01 41 86 92 58",
1199,,"Euro Assurance","0820 22 24 24","01 49 15 74 03",
1200,,"Eurofil","0008 25 80 58","02 35 12 55 35",
1201,,"Eurofil","0800 71 51 00","02 36 16 80 55",
1202,,"Eurolines","0892 89 90 91","01 43 54 11 99",
1203,,"Eurolines","0008 92 89 90","04 72 41 72 43",
1204,,"Eurone","0008 25 88 80","01 41 52 16 20",
1205,,"Europcar",,"01 55 66 83 00",
1206,,"Europcar","0825 81 00 81","04 93 21 36 44",
1207,,"Europcar","0825 85 74 79","03 88 15 03 75",
1208,,"Europcar","0825 88 70 90","04 76 86 11 11",
1209,,"Europcar","0825 83 77 90","04 76 22 89 03",
1210,,"Europcar",,"01 30 43 91 99",
1211,,"Europcar",,"01 78 42 77 71",
1212,,"Europcar",,"01 53 20 66 72",
1213,,"Europcar","0825 82 54 38","01 53 33 83 11",
1214,,"Europcar","0008 25 82 54","01 49 75 47 35",
1215,,"Europcar France",,"04 68 32 34 54",
1216,,"Europcar France",,"04 68 72 23 69",
1217,,"Europe 1",,"01 47 02 30 25",
1218,,"Europe 2","0897 89 10 11","01 46 84 10 84",
1219,,"Européenne d'Assurances","0826 10 64 46","01 46 43 64 64",
1220,,"Euroshopping.fr","0892 89 22 40","09 72 72 01 11",
1221,,"Eveil et Jeux",,"01 41 44 51 52",
1222,,"Exclu Mariage",,"01 44 94 08 83",
1223,,"Express des Iles","0825 35 90 00","05 96 60 27 73",
1224,,"Express Line",,"01 41 86 24 92",
1225,,"Externet World","0008 20 36 32","01 47 63 30 84",
1226,,"Externet World","0008 20 36 32","01 47 66 32 86",
1227,,"Externet World","0008 20 36 32","01 47 66 14 82",
1228,,"Facet","0810 20 92 09","09 69 32 05 02",
1229,,"FagorBrandt SAS - Fagor","0008 92 02 88","09 69 39 25 25",
1230,,"FDI MATELEC","0008 92 35 01","02 51 61 69 69",
1231,,"Fdjeux - Française des Jeux",,"09 69 36 60 60",
1232,,"Fedex","0820 12 38 00","01 40 85 37 32",
1233,,"Fedex","0820 12 38 00","01 40 85 38 29",
1234,,"Fedex","0820 12 38 00","01 40 85 38 88",
1235,,"Fedex",,"02 47 42 30 00",
1236,,"Fedex Tatex","0820 12 38 00","03 80 52 03 80",
1237,,"FEPEM - Fédération Nationale des Particuliers Employeurs","0008 25 07 64","05 61 62 02 06",
1238,,"Fidem","0008 20 06 05","09 69 32 04 96",
1239,,"Filaction","0892 46 01 12","05 62 72 45 42",
1240,,"Filles Tv","0008 92 02 92","01 75 00 19 50",
1241,,"Finaref",,"03 20 69 52 97",
1242,,"Finaref",,"03 20 69 53 49",
1243,,"Finaref",,"03 20 69 51 48",
1244,,"firstcdiscount.com",,"08 05 62 66 72",
1245,,"Flexiloc","0821 20 02 30","05 62 05 96 53",
1246,,"Florajet",,"04 66 27 77 19",
1247,,"Fly",,"04 68 41 75 10",
1248,,"Flying Blue","0000 00 32 72","01 58 68 68 68",
1249,,"FMP","0821 08 90 00","01 40 18 74 54",
1250,"Commerces","Fnac",,"01 49 07 08 79",
1251,"Commerces","Fnac",,"04 72 41 80 74",
1252,"Commerces","Fnac",,"04 42 90 65 00",
1253,"Commerces","Fnac",,"04 50 88 90 08",
1254,"Commerces","Fnac",,"01 43 42 24 81",
1255,"Commerces","Fnac",,"05 59 03 06 10",
1256,"Commerces","Fnac",,"05 56 02 20 00",
1257,"Commerces","Fnac",,"01 47 12 45 80",
1258,"Commerces","Fnac",,"02 48 50 95 70",
1259,"Commerces","Fnac",,"02 31 39 41 40",
1260,"Commerces","Fnac",,"01 30 75 38 63",
1261,"Commerces","Fnac",,"02 37 84 20 51",
1262,"Commerces","Fnac",,"03 89 29 25 22",
1263,"Commerces","Fnac",,"01 53 10 44 51",
1264,"Commerces","Fnac",,"03 80 44 95 93",
1265,"Commerces","Fnac",,"01 53 53 64 43",
1266,"Commerces","Fnac",,"01 69 87 40 17",
1267,"Commerces","Fnac",,"04 76 20 40 54",
1268,"Commerces","Fnac",,"01 40 90 44 54",
1269,"Commerces","Fnac",,"02 32 74 07 10",
1270,"Commerces","Fnac",,"01 40 41 40 00",
1271,"Commerces","Fnac",,"05 55 49 17 92",
1272,"Commerces","Fnac",,"04 78 71 87 59",
1273,"Commerces","Fnac",,"04 91 39 94 67",
1274,"Commerces","Fnac",,"01 49 54 30 22",
1275,"Commerces","Fnac",,"03 89 36 09 68",
1276,"Commerces","Fnac",,"03 83 17 37 37",
1277,"Commerces","Fnac",,"01 48 15 68 99",
1278,"Commerces","Fnac",,"01 55 81 53 86",
1279,"Commerces","Fnac",,"05 59 98 64 00",
1280,"Commerces","Fnac",,"05 49 01 15 90",
1281,"Commerces","Fnac",,"02 99 67 09 06",
1282,"Commerces","Fnac",,"01 49 35 20 16",
1283,"Commerces","Fnac",,"01 55 31 20 93",
1284,"Commerces","Fnac",,"03 88 52 53 59",
1285,"Commerces","Fnac",,"01 44 09 18 00",
1286,"Commerces","Fnac",,"04 94 03 80 39",
1287,"Commerces","Fnac",,"05 61 11 30 41",
1288,"Commerces","Fnac",,"02 47 31 90 33",
1289,"Commerces","Fnac",,"01 64 63 30 50",
1290,"Commerces","Fnac",,"03 27 28 84 09",
1291,"Commerces","Fnac","0008 25 02 00","01 39 23 35 20",
1292,"Commerces","Fnac","0008 25 02 00","01 39 23 35 10",
1293,"Commerces","Fnac","0008 25 02 00","09 69 36 06 36",
1294,"Commerces","Fnac","0008 25 02 00","04 77 43 35 54",
1295,"Commerces","Fnac","0008 25 02 00","02 97 84 38 23",
1296,"Commerces","Fnac",,"01 55 31 21 36",
1297,"Commerces","Fnac","0008 25 02 00","02 40 12 46 01",
1298,"Commerces","Fnac","0008 25 02 00","02 51 72 47 24",
1299,"Commerces","Fnac","0008 25 02 00","05 62 88 20 44",
1300,"Commerces","Fnac",,"01 58 42 21 15",
1301,"Commerces","Fnac",,"01 40 90 40 91",
1302,"Commerces","Fnac",,"04 78 71 87 60",
1303,"Commerces","Fnac",,"04 67 99 73 23",
1304,"Commerces","Fnac.com","0008 92 68 36","01 41 57 32 19",
1305,"Transporteurs","FONGECFA transport","0820 22 02 02","01 44 64 39 00",
1306,"Administrations","Fongecif Alsace","0008 10 81 11","03 89 20 17 50",
1307,,"Formica",,"04 68 20 18 30",
1308,"Banques","Fortis Banque","0008 25 02 70","01 34 41 11 08",
1309,"Banques","Fortuneo",,"01 70 38 55 41",
1310,"Banques","Fortuneo Banque","0008 11 13 51","02 98 42 65 34",
1311,,"Foxchip.com","0892 16 00 90","01 69 90 11 16",
1312,,"FRAM",,"05 62 15 16 17",
1313,,"France 2","0008 25 05 55","01 56 22 67 02",
1314,,"France Abonnements","0892 89 02 30","09 78 97 04 50",
1315,,"France Abonnements","0008 25 82 62","09 78 97 04 50",
1316,,"France Abonnements","0008 25 28 27","01 41 58 72 00",
1317,,"France Abonnements","0892 89 24 50","03 44 58 46 00",
1318,,"France Abonnements",,"01 73 60 01 63",
1319,,"France Abonnements - ADLPartner","0825 28 29 30","01 41 58 70 00",
1320,,"France Arno",,"04 68 32 73 58",
1321,"Assurances","France Assistance","0810 41 05 90","06 18 08 11 72",
1322,,"France Casse",,"04 72 79 41 79",
1323,,"France Fermetures","0008 25 08 84","05 55 65 10 11",
1324,,"France Fermetures","0008 25 08 84","05 55 82 44 00",
1325,,"France Loisirs",,"01 44 38 59 00",
1326,,"France Loisirs","0892 70 06 05","03 21 51 14 85",
1327,,"France Loisirs",,"04 68 32 53 48",
1328,,"France Loisirs Vacances","0892 39 10 92","01 44 38 59 04",
1329,,"France Rénovation et Menuiserie","0008 10 85 81","02 38 70 02 15",
1330,,"France Télécom",,"01 57 05 06 61",
1331,,"France Télécom",,"01 57 05 04 73",
1332,,"France Télécom",,"01 57 05 04 72",
1333,,"France Télécom",,"01 57 05 06 59",
1334,,"France Télécom",,"01 57 05 06 56",
1335,,"France Télécom",,"01 57 05 06 51",
1336,,"France Télécom",,"01 57 05 04 81",
1337,,"francebillet.com","0892 69 26 94","01 41 57 31 41",
1338,"Banques","Franfinance","0008 26 82 65","01 41 29 60 00",
1339,"Banques","Franfinance","0826 82 65 55","01 41 29 56 50",
1340,"Telecoms","Free",,"01 42 66 90 04",
1341,"Telecoms","Free",,"08 05 92 55 55",
1342,"Telecoms","Free","0008 99 10 38","02 35 03 18 51",
1343,"Telecoms","Free",,"01 76 24 47 78",
1344,"Telecoms","Free",,"00 00 00 10 44",
1345,"Telecoms","Free Boutique",,"02 35 03 18 51",
1346,,"FujiFilm","0825 89 32 08","01 30 14 34 56",
1347,,"Fun Radio",,"01 42 48 50 00",
1348,,"FX Model","0826 10 06 41","02 40 97 60 41",
1349,,"FX Model","0826 10 06 41","02 28 21 87 70",
1350,,"Galeries Lafayette",,"01 44 54 44 54",
1351,,"Galeries Lafayette Fidélité","0008 20 83 08","09 69 39 30 33",
1352,,"Games Loisirs","0825 31 22 15","04 93 22 55 21",
1353,,"Gan Assurances",,"04 68 71 05 24",
1354,,"Gardiner","0008 25 05 50","01 58 02 02 02",
1355,,"Gare de Toulouse","0000 00 36 35","05 61 10 11 04",
1356,,"Garmin","0825 30 30 35","01 55 17 81 89",
1357,,"Gaz de France - GDF",,"04 68 47 50 89",
1358,,"Gaz de France Dolce Vita",,"09 87 67 54 75",
1359,,"GDF",,"01 41 86 42 50",
1360,,"GDF",,"02 38 52 85 70",
1361,,"GDF",,"01 57 05 03 96",
1362,,"GDF","0810 43 30 34","08 00 47 33 33",
1363,,"GDF - Gaz de France",,"01 41 86 42 51",
1364,,"GDF - Gaz De France","0811 01 30 00","01 41 86 42 50",
1365,,"GDF - Gaz de France",,"01 41 86 42 00",
1366,,"GDF Suez","0810 12 41 25","01 44 22 00 00",
1367,,"GE Money Bank","0008 92 68 86","01 58 13 37 00",
1368,,"generation.fr","0820 90 49 04","02 98 51 38 00",
1369,"Transporteurs","Geodis Calberson",,"05 57 35 60 60",
1370,"Transporteurs","Geodis Calberson","0008 92 05 28","01 53 44 00 03",
1371,"Transporteurs","Geodis Ciblex","0008 26 82 69","01 56 76 27 03",
1372,,"GeoSaas","0811 69 60 10","01 83 64 23 55",
1373,,"GFP Gestion Formation Prévoyance Et Services","0008 25 80 11","02 48 65 20 26",
1374,"Commerces","GIFI",,"04 68 42 48 30",
1375,,"Gigaset",,"01 57 32 45 22",
1376,"Voyages","Gites de France",,"04 68 11 40 70",
1377,,"Gl Events Services",,"04 72 31 54 50",
1378,,"Global New Media","0008 25 34 56","01 53 24 26 80",
1379,,"Global New Media","0008 25 07 55","01 53 24 26 81",
1380,,"GLS",,"08 06 00 60 06",
1381,"Assurances","GMF",,"01 30 72 81 19",
1382,"Assurances","GMF","0008 20 80 98","05 63 47 07 38",
1383,"Assurances","GMF",,"03 87 39 92 58",
1384,"Assurances","GMF","0008 20 80 98","02 41 50 99 19",
1385,"Assurances","GMF",,"02 23 21 10 15",
1386,"Assurances","GMF",,"09 70 80 98 09",
1387,"Assurances","GMF",,"04 91 13 70 78",
1388,"Assurances","GMF","0820 80 98 09","05 58 74 22 98",
1389,"Assurances","GMF",,"04 78 41 18 97",
1390,"Assurances","GMF",,"04 78 83 19 34",
1391,"Assurances","GMF",,"01 47 11 12 13",
1392,"Commerces","Go Sport","0008 25 10 60","01 41 02 93 00",
1393,"Commerces","Go Sport","0008 25 10 60","04 73 27 50 30",
1394,"Commerces","Go Sport","0008 25 10 60","04 50 74 52 72",
1395,"Commerces","Go Sport","0008 25 10 60","05 46 90 39 00",
1396,"Commerces","Go Sport","0008 25 10 60","04 76 28 20 20",
1397,"Commerces","Go Sport","0008 25 10 60","02 47 46 57 00",
1398,"Commerces","Go Sport","0008 25 10 60","03 26 77 55 22",
1399,"Commerces","Go Sport","0008 25 10 60","04 50 45 29 74",
1400,"Commerces","Go Sport",,"01 56 53 99 70",
1401,"Commerces","Go Sport","0008 25 10 60","04 73 17 34 80",
1402,"Commerces","Go Sport","0008 25 10 60","02 40 35 05 00",
1403,,"Goldway","0008 25 00 40","04 92 59 17 17",
1404,"Voyages","Govoyages.com - Go voyages","0892 23 03 13","01 53 40 12 92",
1405,"Voyages","Govoyages.com - Go voyages",,"01 53 40 44 14",
1406,"Voyages","Govoyages.com - Go voyages",,"01 70 60 77 11",
1407,"Voyages","Govoyages.com - Go voyages",,"01 53 40 30 99",
1408,"Voyages","Govoyages.com - Go voyages",,"01 72 63 70 00",
1409,"Voyages","Govoyages.com - Go voyages",,"01 72 63 70 17",
1410,"Voyages","Govoyages.com - Go voyages",,"01 53 40 44 16",
1411,"Voyages","Govoyages.com - Go voyages",,"01 53 40 70 99",
1412,"Voyages","Govoyages.com - Go voyages",,"01 70 60 77 12",
1413,"Voyages","Govoyages.com - Go voyages",,"01 53 40 12 87",
1414,"Voyages","Govoyages.com - Go voyages",,"01 70 91 74 74",
1415,"Voyages","Govoyages.com - Go voyages",,"01 78 41 82 95",
1416,"Assurances","GPA Assurances - Generali","0820 20 10 20","01 58 34 13 41",
1417,"Assurances","Gras Savoye","0811 74 49 14","01 48 15 28 96",
1418,"Assurances","Gras Savoye",,"04 77 92 29 29",
1419,,"Green Republic",,"09 77 40 10 50",
1420,"Administrations","Greffe Tribunal de Commerce",,"01 46 84 10 83",
1421,"Commerces","Grosbill","0008 92 02 21","01 49 79 04 96",
1422,"Assurances","Groupama","0008 20 84 08","01 57 05 04 42",
1423,"Assurances","Groupama","0008 20 20 53","01 49 20 03 15",
1424,"Assurances","Groupama",,"01 48 15 41 67",
1425,"Assurances","Groupama","0008 20 84 08","01 57 05 04 69",
1426,"Assurances","Groupama",,"04 68 26 53 06",
1427,"Assurances","Groupama",,"04 68 69 02 64",
1428,"Assurances","Groupama",,"04 68 33 31 51",
1429,"Assurances","Groupama",,"03 26 97 30 00",
1430,"Assurances","Groupama Assurances","0008 99 23 96","04 68 40 48 05",
1431,,"Groupe Actual","0008 25 77 53","02 43 01 20 34",
1432,,"Groupe Com6","0825 00 03 06","04 76 84 24 24",
1433,,"Groupe France Ecologie",,"01 48 10 68 00",
1434,"Assurances","Groupe Mornay","0008 26 08 11","04 67 22 72 36",
1435,,"Groupe SMABTP","0810 80 04 00","01 69 81 19 00",
1436,,"Groupe SOFEMO","0008 92 70 05","03 88 14 63 00",
1437,"Assurances","Groupe Vauban Humanis","0008 20 30 40","02 35 58 28 28",
1438,"Commerces","Groupon",,"09 77 40 10 50",
1439,"Commerces","Groupon","0008 26 10 30","08 00 94 94 25",
1440,,"GSELL Maroquinerie","0008 90 71 07","03 82 83 80 86",
1441,,"Guide du Routard",,"01 75 00 19 54",
1442,,"Habitat et Jardin",,"04 68 27 36 93",
1443,,"Hachette Collections",,"01 60 39 65 14",
1444,"Assurances","Harmonie Mutuelle","0820 81 18 04","02 38 78 83 83",
1445,"Voyages","Havanatour","0008 92 70 22","01 48 01 44 40",
1446,"Voyages","Havas Voyages",,"01 41 86 24 50",
1447,"Voyages","Havas Voyages","0008 26 08 10","01 41 33 67 61",
1448,"Voyages","heliades.fr","0826 10 40 80","04 42 90 13 00",
1449,,"Hélita","0008 20 08 83","01 45 08 47 47",
1450,,"Helpbatteries","0891 70 01 50","04 42 84 47 53",
1451,,"Helwett Packard","0820 21 12 11","01 41 86 24 05",
1452,,"Helwett Packard","0826 10 49 49","01 73 01 84 71",
1453,,"Helwett Packard",,"09 69 32 04 35",
1454,"Voyages","Hertz","0008 25 35 93","01 41 91 95 25",
1455,"Voyages","Hertz",,"04 93 21 36 72",
1456,"Voyages","Hertz","0825 86 18 61","01 55 69 55 50",
1457,"Voyages","Hilton Hotel","0800 37 03 03","03 88 37 10 10",
1458,,"Hits And Fun",,"01 82 52 19 19",
1459,"Voyages","Homair Vacances","0821 20 01 26","04 42 20 47 25",
1460,,"Homme Avenue","0820 20 12 07","01 48 23 22 71",
1461,,"Honda Finance",,"01 60 37 30 00",
1462,"Voyages","Hop!","0008 25 30 22","01 72 95 33 33",
1463,"Santé","Hôpital Clinique Claude Bernard","0008 26 30 66","03 87 75 48 82",
1464,"Santé","Hôpital Européen George Pompidou",,"01 56 09 20 00",
1465,"Santé","Hôpital Foch","0008 26 20 72","01 46 25 23 74",
1466,"Santé","Hôpital Jacques Cartier","0826 66 69 96","01 60 13 60 60",
1467,"Santé","Hôpital Local de Nogaro",,"05 62 08 85 10",
1468,"Santé","Hôpital Privé Beauregard","0008 25 74 34","04 91 12 10 40",
1469,"Santé","Hôpital privé Bois-Bernard","0826 30 53 05","03 21 79 27 45",
1470,"Santé","Hôpital Privé Claude Galien","0008 26 30 90","01 69 39 90 00",
1471,"Santé","Hôpital Privé de l'Estuaire","0008 25 74 75","02 76 89 97 00",
1472,"Santé","Hôpital Prive de Marne Chantereine","0008 26 30 00","01 64 72 74 00",
1473,"Santé","Hôpital Privé de Versailles - Les Franciscaines","0008 26 30 33","01 30 97 33 33",
1474,"Santé","Hôpital Privé Jean Mermoz","0008 26 30 69","04 72 78 54 54",
1475,"Santé","Hôpital Privé Résidence du Parc","0826 66 69 66","04 91 83 33 00",
1476,"Santé","Hôpital Privé Sainte Marie","0008 26 30 71","03 85 93 63 81",
1477,"Santé","Hôpital Privé Vert Coteau - Clinique Vert Coteau","0826 20 73 12","04 91 18 65 62",
1478,,"Horiba ABX","0008 10 18 12","04 67 14 15 15",
1479,"Santé","Hospices Civils","0825 08 25 00","04 78 86 51 41",
1480,"Voyages","Hôtel Alpen Ruitor",,"04 79 00 48 48",
1481,"Voyages","Hôtel de Ville","0000 00 39 75","01 49 52 53 54",
1482,"Voyages","Hôtel Formule 1 - F1","0892 68 56 85","01 56 82 61 12",
1483,"Voyages","Hôtel Ibis",,"04 68 47 66 00",
1484,"Voyages","Hôtel Ibis",,"04 78 58 30 70",
1485,"Voyages","Hôtel Ibis Budget","0892 70 20 41","05 53 22 80 00",
1486,"Voyages","Hôtel Ibis Budget","0089 26 80 86","03 21 87 03 05",
1487,"Voyages","Hôtel Ibis Budget","0892 68 09 31","03 89 41 30 14",
1488,"Voyages","Hôtel Ibis Budget","0892 68 31 06","04 68 41 12 38",
1489,"Voyages","Hôtel Ibis Budget",,"01 47 90 73 55",
1490,"Voyages","Hôtel Ibis Styles",,"03 20 30 00 54",
1491,"Voyages","Hôtel Ibis Styles",,"04 92 00 59 00",
1492,"Voyages","Hôtel Mercure",,"04 96 17 22 22",
1493,"Voyages","Hôtel Mercure",,"03 27 23 50 60",
1494,"Voyages","Hôtel Première Classe","0008 92 70 71","04 72 48 96 11",
1495,"Voyages","Hôtel Première Classe","0892 70 71 28","01 30 68 17 04",
1496,"Voyages","Hôtel Première Classe","0892 68 81 23","03 26 55 15 10",
1497,"Voyages","Hôtel Première Classe","0892 70 72 99","01 48 63 28 09",
1498,"Voyages","Hôtel Première Classe","0008 92 70 71","01 57 32 35 54",
1499,"Voyages","Hôtel Première Classe","0008 92 23 48","05 56 37 68 46",
1500,"Voyages","Hôtel Ritz",,"01 43 16 30 30",
1501,"Voyages","Hotels Best Western",,"08 00 90 44 90",
1502,"Voyages","Hotels Best Western",,"04 67 07 51 61",
1503,"Voyages","Hotels Best Western",,"04 42 52 75 27",
1504,"Voyages","Hotels Le Meridien",,"08 00 40 22 15",
1505,,"HP - Hewlett Packard",,"01 73 01 84 71",
1506,,"HP - Hewlett Packard","0826 80 04 00","09 69 32 00 19",
1507,,"HP - Hewlett Packard",,"09 69 32 04 35",
1508,,"HPEL - Hôpital Privé de l'Est Lyonnais","0008 26 96 99","04 78 20 12 83",
1509,"Banques","HSBC","0810 24 68 10","01 55 69 74 54",
1510,"Banques","HSBC","0810 24 68 10","04 78 86 85 65",
1511,,"HTC","0008 92 30 30","01 70 75 91 71",
1512,"Assurances","Humanis Aprionis","0820 20 12 01","01 46 84 36 36",
1513,,"Hydropole","0810 20 02 48","02 38 43 03 03",
1514,,"Hygieau","0810 22 60 00","04 75 58 69 25",
1515,"Assurances","I Santé","0820 03 12 43","02 38 90 80 33",
1516,"Assurances","IARD Assurances","0008 25 39 40","01 42 79 17 00",
1517,"Voyages","Iberia","0825 80 09 65","01 40 47 80 90",
1518,"Voyages","Ibis Hôtel",,"04 42 27 98 20",
1519,,"ICON Health & Fitness France",,"01 30 56 49 80",
1520,"Assurances","Identicar Assistance",,"01 57 05 06 57",
1521,"Voyages","IdTGV",,"01 45 19 16 37",
1522,"Voyages","IdTGV",,"02 54 54 67 00",
1523,,"IJCOF","0008 26 27 27","04 72 80 16 09",
1524,"Commerces","Ikea",,"09 69 36 20 06",
1525,"Assurances","IMA Téléassistance","0820 06 50 65","05 49 34 76 04",
1526,,"Imerys",,"04 72 17 08 54",
1527,,"Indesit","0825 05 44 44","01 45 32 53 82",
1528,,"Index Multimedia",,"05 61 43 50 50",
1529,,"Indom","0820 77 70 00","01 76 70 05 67",
1530,,"Infogreffe","0008 91 01 11","01 41 86 30 05",
1531,,"Inforad","0826 10 08 23","01 46 43 50 50",
1532,,"Information grippe aviaire","0008 25 30 23","01 53 56 73 23",
1533,"Banques","ING Direct","0008 10 83 08","01 57 22 54 01",
1534,"Banques","ING Direct",,"01 57 22 52 00",
1535,"Administrations","INPI",,"01 53 04 53 04",
1536,"Santé","Institut Pasteur","0008 90 71 08","01 57 05 05 53",
1537,"Commerces","Interflora","0008 25 20 20","09 69 36 39 83",
1538,,"Interiale","0890 89 00 00","01 77 86 99 42",
1539,,"Intex","0890 71 20 39","03 85 75 64 78",
1540,,"Intracail Center",,"03 22 82 02 02",
1541,,"Intrum Justitia","0008 26 27 27","04 72 80 14 15",
1542,,"Intrum Justitia","0008 26 27 27","08 20 21 24 24",
1543,,"Investir Magazine",,"01 41 86 26 22",
1544,,"Investir Magazine",,"01 55 56 70 67",
1545,"Assurances","Ipeca Gestion","0810 51 05 10","01 56 56 48 00",
1546,"Assurances","Ipeca Prevoyance","0810 23 42 34","09 77 42 54 25",
1547,,"Ipsec","0810 81 13 22","01 56 21 18 00",
1548,,"IRP Auto","0820 22 52 25","01 40 69 40 40",
1549,,"Iserba","0008 20 20 16","04 74 96 91 31",
1550,,"Iserba","0008 20 20 16","01 69 96 01 26",
1551,,"Isotoner",,"04 71 69 20 01",
1552,,"ISTA France - Comptage Immobilier Services","0820 20 88 02","01 69 19 53 00",
1553,,"Itancia Grenoble","0820 20 01 25","04 38 12 35 30",
1554,,"Jazz in Marciac",,"05 62 09 31 98",
1555,,"Jeux Magazine",,"01 46 84 10 12",
1556,,"Jours Heureux - joursheureux.fr","0008 92 68 60","03 20 11 45 00",
1557,,"Jours Heureux - joursheureux.fr","0008 92 68 60","03 20 11 45 00",
1558,,"Kabiloo.com",,"02 43 75 49 94",
1559,,"Kalidea","0825 88 50 03","09 74 50 10 20",
1560,,"Kalidea",,"09 70 25 31 16",
1561,,"Karcher","0825 82 01 50","01 43 99 67 16",
1562,,"Kebello.com","0892 70 08 50","09 52 05 70 90",
1563,,"Keyyo Business","0825 67 56 75","03 22 20 03 22",
1564,,"KFC - Kentucky Fried Chicken",,"01 42 81 56 40",
1565,,"kgbdeals.fr",,"01 70 36 01 24",
1566,"Commerces","Kiabi",,"09 69 32 00 23",
1567,,"Kinedo","0008 10 05 19","02 40 21 31 30",
1568,,"King Marcel",,"04 78 24 04 54",
1569,"Voyages","KLM","0892 70 26 08","09 69 36 86 05",
1570,,"Kodak",,"01 71 23 07 30",
1571,,"Kone","8110 71 17 11","01 47 94 03 55",
1572,,"Kp1",,"04 32 75 12 00",
1573,,"Kwixo",,"09 74 50 85 05",
1574,,"Kwixo",,"09 74 50 85 09",
1575,"Voyages","Kyriad",,"05 61 71 41 71",
1576,"Voyages","Kyriad",,"05 46 27 31 31",
1577,"Voyages","Kyriad",,"02 47 64 71 78",
1578,"Voyages","Kyriad","0892 23 48 16","05 59 69 28 77",
1579,,"L'Annuaire Universel",,"01 43 06 06 06",
1580,,"L'Hebdo",,"01 57 05 05 05",
1581,"Banques","La Banque Postale","0000 00 36 39","01 45 45 36 39",
1582,"Banques","La Banque Postale","0008 99 19 42","03 88 52 35 56",
1583,"Banques","La Banque Postale","0000 00 36 39","05 57 78 78 14",
1584,"Banques","La Banque Postale","0000 00 36 39","02 40 12 60 11",
1585,"Banques","La Banque Postale","0000 00 36 39","01 53 68 54 37",
1586,"Banques","La Banque Postale","0000 00 36 39","01 53 68 54 57",
1587,"Banques","La Banque Postale","0000 00 36 39","02 47 52 65 67",
1588,"Banques","La Banque Postale","0000 00 36 39","01 57 05 04 23",
1589,"Banques","La Banque Postale","0820 82 68 26","09 69 36 39 49",
1590,"Banques","La Banque Postale",,"01 53 68 37 37",
1591,"Banques","La Banque Postale",,"02 32 81 78 12",
1592,"Banques","La Banque Postale",,"04 67 34 57 66",
1593,"Banques","La Banque Postale","0000 00 36 39","01 53 68 57 32",
1594,"Banques","La Banque Postale","0000 00 36 39","04 91 10 94 50",
1595,,"La Boutique du Monde",,"01 41 86 26 87",
1596,,"La Boutique du Net - Laboutiquedunet.com","0892 88 82 98","04 78 41 11 04",
1597,,"La Bovida SA","0820 20 09 91","02 48 66 73 00",
1598,,"La Ferme de Manon","0825 62 00 50","04 69 31 80 11",
1599,,"La Maison de Valérie",,"02 54 42 78 52",
1600,,"La Maison de Valérie",,"09 74 75 05 15",
1601,,"La Maison de Valérie",,"02 54 81 50 50",
1602,,"La Maison du Jersey","0008 92 70 16","09 69 32 00 13",
1603,"Assurances","La Mutuelle Générale","0800 45 54 55","02 51 70 21 00",
1604,"Assurances","La Mutuelle Générale",,"09 69 32 34 44",
1605,,"La Nouvelle République","0008 25 31 70","02 47 60 62 60",
1606,"Transporteurs","La Poste",,"01 55 44 00 00",
1607,"Transporteurs","La poste",,"05 49 38 01 32",
1608,"Transporteurs","La Poste",,"04 68 72 23 10",
1609,"Transporteurs","La Poste","0008 92 68 32","02 40 12 60 17",
1610,"Transporteurs","La Poste","0000 00 36 31","04 67 34 57 66",
1611,"Transporteurs","La Poste",,"04 68 10 39 70",
1612,"Transporteurs","La Poste",,"04 68 20 32 00",
1613,"Transporteurs","La Poste",,"04 68 20 32 60",
